DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE
BETA0,2024-01-02 00:00:00+01:00,0.9886881789
BETA0,2024-01-03 00:00:00+01:00,1.0201523506
BETA0,2024-01-04 00:00:00+01:00,1.0254126052
BETA0,2024-01-05 00:00:00+01:00,1.0393197115
BETA0,2024-01-08 00:00:00+01:00,1.0288087196
BETA0,2024-01-09 00:00:00+01:00,1.0324441289
BETA0,2024-01-10 00:00:00+01:00,1.0665388223
BETA0,2024-01-11 00:00:00+01:00,1.0600504282
BETA0,2024-01-12 00:00:00+01:00,1.0203770601
BETA0,2024-01-15 00:00:00+01:00,1.0073932961
BETA0,2024-01-16 00:00:00+01:00,1.0055225366
BETA0,2024-01-17 00:00:00+01:00,1.0008743441
BETA0,2024-01-18 00:00:00+01:00,1.0013204019
BETA0,2024-01-19 00:00:00+01:00,1.0006541666
BETA0,2024-01-22 00:00:00+01:00,1.0396462128
BETA0,2024-01-23 00:00:00+01:00,1.0249619855
BETA0,2024-01-24 00:00:00+01:00,1.022804488
BETA0,2024-01-25 00:00:00+01:00,1.0209068969
BETA0,2024-01-26 00:00:00+01:00,1.0430220722
BETA0,2024-01-29 00:00:00+01:00,1.039591261
BETA0,2024-01-30 00:00:00+01:00,1.009679543
BETA0,2024-01-31 00:00:00+01:00,1.0154882836
BETA0,2024-02-01 00:00:00+01:00,1.0254623466
BETA0,2024-02-02 00:00:00+01:00,1.0472129411
BETA0,2024-02-05 00:00:00+01:00,1.0727015767
BETA0,2024-02-06 00:00:00+01:00,1.0487009142
BETA0,2024-02-07 00:00:00+01:00,1.0539723551
BETA0,2024-02-08 00:00:00+01:00,1.0385213633
BETA0,2024-02-09 00:00:00+01:00,1.0071260081
BETA0,2024-02-12 00:00:00+01:00,1.0409430264
BETA0,2024-02-13 00:00:00+01:00,0.9983581068
BETA0,2024-02-14 00:00:00+01:00,0.990926851
BETA0,2024-02-15 00:00:00+01:00,1.0068384822
BETA0,2024-02-16 00:00:00+01:00,0.9949190597
BETA0,2024-02-19 00:00:00+01:00,1.0355376679
BETA0,2024-02-20 00:00:00+01:00,1.0484235079
BETA0,2024-02-21 00:00:00+01:00,1.0558414193
BETA0,2024-02-22 00:00:00+01:00,1.0089231301
BETA0,2024-02-23 00:00:00+01:00,0.9998324362
BETA0,2024-02-26 00:00:00+01:00,0.9783349803
BETA0,2024-02-27 00:00:00+01:00,0.9385296037
BETA0,2024-02-28 00:00:00+01:00,0.9357489064
BETA0,2024-02-29 00:00:00+01:00,0.9212267859
BETA0,2024-03-01 00:00:00+01:00,0.9261038461
BETA0,2024-03-04 00:00:00+01:00,0.9149361008
BETA0,2024-03-05 00:00:00+01:00,0.8899770769
BETA0,2024-03-06 00:00:00+01:00,0.8892210371
BETA0,2024-03-07 00:00:00+01:00,0.8944476744
BETA0,2024-03-08 00:00:00+01:00,0.8932983546
BETA0,2024-03-11 00:00:00+01:00,0.8933301228
BETA0,2024-03-12 00:00:00+01:00,0.856708266
BETA0,2024-03-13 00:00:00+01:00,0.8530741098
BETA0,2024-03-14 00:00:00+01:00,0.8404734399
BETA0,2024-03-15 00:00:00+01:00,0.8709380802
BETA0,2024-03-18 00:00:00+01:00,0.8852781205
BETA0,2024-03-19 00:00:00+01:00,0.8947155128
BETA0,2024-03-20 00:00:00+01:00,0.8886266548
BETA0,2024-03-21 00:00:00+01:00,0.9176115287
BETA0,2024-03-22 00:00:00+01:00,0.8591292217
BETA0,2024-03-25 00:00:00+01:00,0.8479370718
BETA0,2024-03-26 00:00:00+01:00,0.8447986187
BETA0,2024-03-27 00:00:00+01:00,0.8504575794
BETA0,2024-03-28 00:00:00+01:00,0.8694377515
BETA0,2024-04-02 00:00:00+02:00,0.8533685517
BETA0,2024-04-03 00:00:00+02:00,0.848694623
BETA0,2024-04-04 00:00:00+02:00,0.8264107892
BETA0,2024-04-05 00:00:00+02:00,0.8109447197
BETA0,2024-04-08 00:00:00+02:00,0.805557784
BETA0,2024-04-09 00:00:00+02:00,0.8044660997
BETA0,2024-04-10 00:00:00+02:00,0.7894317499
BETA0,2024-04-11 00:00:00+02:00,0.7836059357
BETA0,2024-04-12 00:00:00+02:00,0.7843037399
BETA0,2024-04-15 00:00:00+02:00,0.7534830701
BETA0,2024-04-16 00:00:00+02:00,0.772992984
BETA0,2024-04-17 00:00:00+02:00,0.7792582015
BETA0,2024-04-18 00:00:00+02:00,0.7715812782
BETA0,2024-04-19 00:00:00+02:00,0.7675236802
BETA0,2024-04-22 00:00:00+02:00,0.7706968938
BETA0,2024-04-23 00:00:00+02:00,0.7837264467
BETA0,2024-04-24 00:00:00+02:00,0.793965935
BETA0,2024-04-25 00:00:00+02:00,0.8002908276
BETA0,2024-04-26 00:00:00+02:00,0.8061177385
BETA0,2024-04-29 00:00:00+02:00,0.7950827959
BETA0,2024-04-30 00:00:00+02:00,0.8101637207
BETA0,2024-05-02 00:00:00+02:00,0.803340542
BETA0,2024-05-03 00:00:00+02:00,0.7568840553
BETA0,2024-05-06 00:00:00+02:00,0.790311873
BETA0,2024-05-07 00:00:00+02:00,0.7684455897
BETA0,2024-05-08 00:00:00+02:00,0.7672135805
BETA0,2024-05-09 00:00:00+02:00,0.7672378585
BETA0,2024-05-10 00:00:00+02:00,0.7823725586
BETA0,2024-05-13 00:00:00+02:00,0.7784533353
BETA0,2024-05-14 00:00:00+02:00,0.7719745091
BETA0,2024-05-15 00:00:00+02:00,0.779410495
BETA0,2024-05-16 00:00:00+02:00,0.7604981855
BETA0,2024-05-17 00:00:00+02:00,0.7596696493
BETA0,2024-05-20 00:00:00+02:00,0.7325958625
BETA0,2024-05-21 00:00:00+02:00,0.7316206931
BETA0,2024-05-22 00:00:00+02:00,0.7418063712
BETA0,2024-05-23 00:00:00+02:00,0.7050766357
BETA0,2024-05-24 00:00:00+02:00,0.7233184432
BETA0,2024-05-27 00:00:00+02:00,0.7304939127
BETA0,2024-05-28 00:00:00+02:00,0.7176813073
BETA0,2024-05-29 00:00:00+02:00,0.741884465
BETA0,2024-05-30 00:00:00+02:00,0.7339019524
BETA0,2024-05-31 00:00:00+02:00,0.7413300444
BETA0,2024-06-03 00:00:00+02:00,0.7279744395
BETA0,2024-06-04 00:00:00+02:00,0.7078637888
BETA0,2024-06-05 00:00:00+02:00,0.7179460067
BETA0,2024-06-06 00:00:00+02:00,0.7010236105
BETA0,2024-06-07 00:00:00+02:00,0.7104888965
BETA0,2024-06-10 00:00:00+02:00,0.7058855604
BETA0,2024-06-11 00:00:00+02:00,0.6860377474
BETA0,2024-06-12 00:00:00+02:00,0.6907206192
BETA0,2024-06-13 00:00:00+02:00,0.6641107112
BETA0,2024-06-14 00:00:00+02:00,0.6321261961
BETA0,2024-06-17 00:00:00+02:00,0.6114769742
BETA0,2024-06-18 00:00:00+02:00,0.6314896412
BETA0,2024-06-19 00:00:00+02:00,0.6349004667
BETA0,2024-06-20 00:00:00+02:00,0.6042838918
BETA0,2024-06-21 00:00:00+02:00,0.6026085817
BETA0,2024-06-24 00:00:00+02:00,0.6204168639
BETA0,2024-06-25 00:00:00+02:00,0.6092986883
BETA0,2024-06-26 00:00:00+02:00,0.6057211375
BETA0,2024-06-27 00:00:00+02:00,0.5736922059
BETA0,2024-06-28 00:00:00+02:00,0.5601393467
BETA0,2024-07-01 00:00:00+02:00,0.5699572638
BETA0,2024-07-02 00:00:00+02:00,0.5793480486
BETA0,2024-07-03 00:00:00+02:00,0.589189631
BETA0,2024-07-04 00:00:00+02:00,0.5613107119
BETA0,2024-07-05 00:00:00+02:00,0.5006212932
BETA0,2024-07-08 00:00:00+02:00,0.4909152646
BETA0,2024-07-09 00:00:00+02:00,0.4805746412
BETA0,2024-07-10 00:00:00+02:00,0.4883088719
BETA0,2024-07-11 00:00:00+02:00,0.4674680654
BETA0,2024-07-12 00:00:00+02:00,0.4993088076
BETA0,2024-07-15 00:00:00+02:00,0.4725709631
BETA0,2024-07-16 00:00:00+02:00,0.4770443597
BETA0,2024-07-17 00:00:00+02:00,0.4845689856
BETA0,2024-07-18 00:00:00+02:00,0.4914831001
BETA0,2024-07-19 00:00:00+02:00,0.4907971525
BETA0,2024-07-22 00:00:00+02:00,0.4739797856
BETA0,2024-07-23 00:00:00+02:00,0.4758445376
BETA0,2024-07-24 00:00:00+02:00,0.4699901188
BETA0,2024-07-25 00:00:00+02:00,0.4420806855
BETA0,2024-07-26 00:00:00+02:00,0.4094887876
BETA0,2024-07-29 00:00:00+02:00,0.3935850142
BETA0,2024-07-30 00:00:00+02:00,0.3920591186
BETA0,2024-07-31 00:00:00+02:00,0.3915583086
BETA0,2024-08-01 00:00:00+02:00,0.3930624673
BETA0,2024-08-02 00:00:00+02:00,0.3390056237
BETA0,2024-08-05 00:00:00+02:00,0.3761705095
BETA0,2024-08-06 00:00:00+02:00,0.4420052911
BETA0,2024-08-07 00:00:00+02:00,0.4639879009
BETA0,2024-08-08 00:00:00+02:00,0.4444903428
BETA0,2024-08-09 00:00:00+02:00,0.4649698153
BETA0,2024-08-12 00:00:00+02:00,0.4705365873
BETA0,2024-08-13 00:00:00+02:00,0.4609786331
BETA0,2024-08-14 00:00:00+02:00,0.4667373787
BETA0,2024-08-15 00:00:00+02:00,0.4417370939
BETA0,2024-08-16 00:00:00+02:00,0.4421664647
BETA0,2024-08-19 00:00:00+02:00,0.4543713721
BETA0,2024-08-20 00:00:00+02:00,0.4644978916
BETA0,2024-08-21 00:00:00+02:00,0.4687887521
BETA0,2024-08-22 00:00:00+02:00,0.4369874755
BETA0,2024-08-23 00:00:00+02:00,0.431795265
BETA0,2024-08-26 00:00:00+02:00,0.4577034713
BETA0,2024-08-27 00:00:00+02:00,0.4720172311
BETA0,2024-08-28 00:00:00+02:00,0.4666059799
BETA0,2024-08-29 00:00:00+02:00,0.4850889607
BETA0,2024-08-30 00:00:00+02:00,0.4824386512
BETA0,2024-09-02 00:00:00+02:00,0.4909216924
BETA0,2024-09-03 00:00:00+02:00,0.4888506083
BETA0,2024-09-04 00:00:00+02:00,0.5037698699
BETA0,2024-09-05 00:00:00+02:00,0.5862024287
BETA0,2024-09-06 00:00:00+02:00,0.5374634494
BETA0,2024-09-09 00:00:00+02:00,0.5463130019
BETA0,2024-09-10 00:00:00+02:00,0.5471800376
BETA0,2024-09-11 00:00:00+02:00,0.5495122576
BETA0,2024-09-12 00:00:00+02:00,0.4921756596
BETA0,2024-09-13 00:00:00+02:00,0.5442370012
BETA0,2024-09-16 00:00:00+02:00,0.4913373556
BETA0,2024-09-17 00:00:00+02:00,0.663215494
BETA0,2024-09-18 00:00:00+02:00,0.6422344835
BETA0,2024-09-19 00:00:00+02:00,0.5980338028
BETA0,2024-09-20 00:00:00+02:00,0.592296482
BETA0,2024-09-23 00:00:00+02:00,0.6054257988
BETA0,2024-09-24 00:00:00+02:00,0.5908430232
BETA0,2024-09-25 00:00:00+02:00,0.5866640285
BETA0,2024-09-26 00:00:00+02:00,0.5946420135
BETA0,2024-09-27 00:00:00+02:00,0.6193578516
BETA0,2024-09-30 00:00:00+02:00,0.5659559998
BETA0,2024-10-01 00:00:00+02:00,0.5450457413
BETA0,2024-10-02 00:00:00+02:00,0.553556386
BETA0,2024-10-03 00:00:00+02:00,0.5707066586
BETA0,2024-10-04 00:00:00+02:00,0.5621427749
BETA0,2024-10-07 00:00:00+02:00,0.5945787376
BETA0,2024-10-08 00:00:00+02:00,0.5896357688
BETA0,2024-10-09 00:00:00+02:00,0.5951147353
BETA0,2024-10-10 00:00:00+02:00,0.5859792304
BETA0,2024-10-11 00:00:00+02:00,0.6108728307
BETA0,2024-10-14 00:00:00+02:00,0.6821644307
BETA0,2024-10-15 00:00:00+02:00,0.7066995854
BETA0,2024-10-16 00:00:00+02:00,0.7039723326
BETA0,2024-10-17 00:00:00+02:00,0.6986153042
BETA0,2024-10-18 00:00:00+02:00,0.704132564
BETA0,2024-10-21 00:00:00+02:00,0.6618321366
BETA0,2024-10-22 00:00:00+02:00,0.5934896637
BETA0,2024-10-23 00:00:00+02:00,0.6821319604
BETA0,2024-10-24 00:00:00+02:00,0.6910350972
BETA0,2024-10-25 00:00:00+02:00,0.7379064301
BETA0,2024-10-28 00:00:00+01:00,0.8035010224
BETA0,2024-10-29 00:00:00+01:00,0.8520752612
BETA0,2024-10-30 00:00:00+01:00,1.0060316695
BETA0,2024-10-31 00:00:00+01:00,1.0116500375
BETA0,2024-11-01 00:00:00+01:00,0.975336107
BETA0,2024-11-04 00:00:00+01:00,1.0105439683
BETA0,2024-11-05 00:00:00+01:00,1.0228541434
BETA0,2024-11-06 00:00:00+01:00,1.0177359641
BETA0,2024-11-07 00:00:00+01:00,1.0300301455
BETA1,2024-01-02 00:00:00+01:00,3.1138105704
BETA1,2024-01-03 00:00:00+01:00,3.1312935885
BETA1,2024-01-04 00:00:00+01:00,3.1209108703
BETA1,2024-01-05 00:00:00+01:00,3.1365377321
BETA1,2024-01-08 00:00:00+01:00,3.1376364738
BETA1,2024-01-09 00:00:00+01:00,3.1408924982
BETA1,2024-01-10 00:00:00+01:00,3.1571225962
BETA1,2024-01-11 00:00:00+01:00,3.0956252418
BETA1,2024-01-12 00:00:00+01:00,3.135209553
BETA1,2024-01-15 00:00:00+01:00,3.1416807298
BETA1,2024-01-16 00:00:00+01:00,3.1545088239
BETA1,2024-01-17 00:00:00+01:00,3.2008651469
BETA1,2024-01-18 00:00:00+01:00,3.1583336523
BETA1,2024-01-19 00:00:00+01:00,3.1474701821
BETA1,2024-01-22 00:00:00+01:00,3.1864191086
BETA1,2024-01-23 00:00:00+01:00,3.1769937404
BETA1,2024-01-24 00:00:00+01:00,3.1738700833
BETA1,2024-01-25 00:00:00+01:00,3.1240889002
BETA1,2024-01-26 00:00:00+01:00,3.1598668048
BETA1,2024-01-29 00:00:00+01:00,3.1750418187
BETA1,2024-01-30 00:00:00+01:00,3.1673288121
BETA1,2024-01-31 00:00:00+01:00,3.135895803
BETA1,2024-02-01 00:00:00+01:00,3.1311192682
BETA1,2024-02-02 00:00:00+01:00,3.1414853301
BETA1,2024-02-05 00:00:00+01:00,3.1150279274
BETA1,2024-02-06 00:00:00+01:00,3.1038443941
BETA1,2024-02-07 00:00:00+01:00,3.1067059843
BETA1,2024-02-08 00:00:00+01:00,3.0979029022
BETA1,2024-02-09 00:00:00+01:00,3.0981528692
BETA1,2024-02-12 00:00:00+01:00,3.1137355004
BETA1,2024-02-13 00:00:00+01:00,3.1247003284
BETA1,2024-02-14 00:00:00+01:00,3.1214914808
BETA1,2024-02-15 00:00:00+01:00,3.0911652496
BETA1,2024-02-16 00:00:00+01:00,3.0907760928
BETA1,2024-02-19 00:00:00+01:00,3.0502048487
BETA1,2024-02-20 00:00:00+01:00,3.0257728527
BETA1,2024-02-21 00:00:00+01:00,3.0221116817
BETA1,2024-02-22 00:00:00+01:00,3.0708280614
BETA1,2024-02-23 00:00:00+01:00,3.0753628623
BETA1,2024-02-26 00:00:00+01:00,3.0859875485
BETA1,2024-02-27 00:00:00+01:00,3.1059472348
BETA1,2024-02-28 00:00:00+01:00,3.100160903
BETA1,2024-02-29 00:00:00+01:00,3.108008455
BETA1,2024-03-01 00:00:00+01:00,3.1102838449
BETA1,2024-03-04 00:00:00+01:00,3.1125243062
BETA1,2024-03-05 00:00:00+01:00,3.1096137811
BETA1,2024-03-06 00:00:00+01:00,3.1181115992
BETA1,2024-03-07 00:00:00+01:00,3.1149509695
BETA1,2024-03-08 00:00:00+01:00,3.1165324148
BETA1,2024-03-11 00:00:00+01:00,3.1204604161
BETA1,2024-03-12 00:00:00+01:00,3.1796920788
BETA1,2024-03-13 00:00:00+01:00,3.1938106186
BETA1,2024-03-14 00:00:00+01:00,3.2029986996
BETA1,2024-03-15 00:00:00+01:00,3.1831963423
BETA1,2024-03-18 00:00:00+01:00,3.1606341303
BETA1,2024-03-19 00:00:00+01:00,3.1494081604
BETA1,2024-03-20 00:00:00+01:00,3.1604821939
BETA1,2024-03-21 00:00:00+01:00,3.142509696
BETA1,2024-03-22 00:00:00+01:00,3.1285914205
BETA1,2024-03-25 00:00:00+01:00,3.1197239911
BETA1,2024-03-26 00:00:00+01:00,3.110483603
BETA1,2024-03-27 00:00:00+01:00,3.120668347
BETA1,2024-03-28 00:00:00+01:00,3.1249199047
BETA1,2024-04-02 00:00:00+02:00,3.1172311623
BETA1,2024-04-03 00:00:00+02:00,3.147693561
BETA1,2024-04-04 00:00:00+02:00,3.1838592338
BETA1,2024-04-05 00:00:00+02:00,3.186207157
BETA1,2024-04-08 00:00:00+02:00,3.1559453578
BETA1,2024-04-09 00:00:00+02:00,3.1954636133
BETA1,2024-04-10 00:00:00+02:00,3.1985439958
BETA1,2024-04-11 00:00:00+02:00,3.1896549965
BETA1,2024-04-12 00:00:00+02:00,3.180909311
BETA1,2024-04-15 00:00:00+02:00,3.1462546231
BETA1,2024-04-16 00:00:00+02:00,3.1385139798
BETA1,2024-04-17 00:00:00+02:00,3.1423141473
BETA1,2024-04-18 00:00:00+02:00,3.1361397454
BETA1,2024-04-19 00:00:00+02:00,3.1325568672
BETA1,2024-04-22 00:00:00+02:00,3.1293227026
BETA1,2024-04-23 00:00:00+02:00,3.0948840963
BETA1,2024-04-24 00:00:00+02:00,3.0789061899
BETA1,2024-04-25 00:00:00+02:00,3.0858958566
BETA1,2024-04-26 00:00:00+02:00,3.0685447178
BETA1,2024-04-29 00:00:00+02:00,3.0721395705
BETA1,2024-04-30 00:00:00+02:00,3.089783454
BETA1,2024-05-02 00:00:00+02:00,3.0857106937
BETA1,2024-05-03 00:00:00+02:00,3.0809587377
BETA1,2024-05-06 00:00:00+02:00,3.0704252673
BETA1,2024-05-07 00:00:00+02:00,3.0827672639
BETA1,2024-05-08 00:00:00+02:00,3.073733704
BETA1,2024-05-09 00:00:00+02:00,3.0715961686
BETA1,2024-05-10 00:00:00+02:00,3.069707093
BETA1,2024-05-13 00:00:00+02:00,3.0687469039
BETA1,2024-05-14 00:00:00+02:00,3.06681553
BETA1,2024-05-15 00:00:00+02:00,3.0720777796
BETA1,2024-05-16 00:00:00+02:00,3.0720488265
BETA1,2024-05-17 00:00:00+02:00,3.0845602691
BETA1,2024-05-20 00:00:00+02:00,3.0791494651
BETA1,2024-05-21 00:00:00+02:00,3.077283625
BETA1,2024-05-22 00:00:00+02:00,3.0984476318
BETA1,2024-05-23 00:00:00+02:00,3.0686097324
BETA1,2024-05-24 00:00:00+02:00,3.093294304
BETA1,2024-05-27 00:00:00+02:00,3.0485051972
BETA1,2024-05-28 00:00:00+02:00,3.0407282778
BETA1,2024-05-29 00:00:00+02:00,3.0540699011
BETA1,2024-05-30 00:00:00+02:00,3.0504071634
BETA1,2024-05-31 00:00:00+02:00,3.0716203255
BETA1,2024-06-03 00:00:00+02:00,3.0505457849
BETA1,2024-06-04 00:00:00+02:00,3.0318922261
BETA1,2024-06-05 00:00:00+02:00,3.0660809301
BETA1,2024-06-06 00:00:00+02:00,3.0344149095
BETA1,2024-06-07 00:00:00+02:00,3.0455415612
BETA1,2024-06-10 00:00:00+02:00,3.0442413314
BETA1,2024-06-11 00:00:00+02:00,3.0224247992
BETA1,2024-06-12 00:00:00+02:00,3.0280930344
BETA1,2024-06-13 00:00:00+02:00,3.0119084251
BETA1,2024-06-14 00:00:00+02:00,2.9903876765
BETA1,2024-06-17 00:00:00+02:00,2.9915862635
BETA1,2024-06-18 00:00:00+02:00,2.9818266647
BETA1,2024-06-19 00:00:00+02:00,2.997192552
BETA1,2024-06-20 00:00:00+02:00,2.972758998
BETA1,2024-06-21 00:00:00+02:00,2.9479030829
BETA1,2024-06-24 00:00:00+02:00,2.964619707
BETA1,2024-06-25 00:00:00+02:00,2.9751360251
BETA1,2024-06-26 00:00:00+02:00,2.9605466379
BETA1,2024-06-27 00:00:00+02:00,2.9781407718
BETA1,2024-06-28 00:00:00+02:00,2.9792904459
BETA1,2024-07-01 00:00:00+02:00,2.9817074346
BETA1,2024-07-02 00:00:00+02:00,2.984549813
BETA1,2024-07-03 00:00:00+02:00,3.0047102659
BETA1,2024-07-04 00:00:00+02:00,3.0055571736
BETA1,2024-07-05 00:00:00+02:00,3.0509576241
BETA1,2024-07-08 00:00:00+02:00,3.0515768835
BETA1,2024-07-09 00:00:00+02:00,3.0738811602
BETA1,2024-07-10 00:00:00+02:00,3.0880718661
BETA1,2024-07-11 00:00:00+02:00,3.0780932867
BETA1,2024-07-12 00:00:00+02:00,3.0863292828
BETA1,2024-07-15 00:00:00+02:00,3.0513195646
BETA1,2024-07-16 00:00:00+02:00,3.065058799
BETA1,2024-07-17 00:00:00+02:00,3.0747270172
BETA1,2024-07-18 00:00:00+02:00,3.0675849237
BETA1,2024-07-19 00:00:00+02:00,3.059377439
BETA1,2024-07-22 00:00:00+02:00,3.0693883311
BETA1,2024-07-23 00:00:00+02:00,3.0983991221
BETA1,2024-07-24 00:00:00+02:00,3.09253028
BETA1,2024-07-25 00:00:00+02:00,3.1266053496
BETA1,2024-07-26 00:00:00+02:00,3.1217327403
BETA1,2024-07-29 00:00:00+02:00,3.0814302711
BETA1,2024-07-30 00:00:00+02:00,3.0627462563
BETA1,2024-07-31 00:00:00+02:00,3.0451370045
BETA1,2024-08-01 00:00:00+02:00,3.0642695848
BETA1,2024-08-02 00:00:00+02:00,3.0380288269
BETA1,2024-08-05 00:00:00+02:00,3.0740215299
BETA1,2024-08-06 00:00:00+02:00,3.1254495985
BETA1,2024-08-07 00:00:00+02:00,3.1012588506
BETA1,2024-08-08 00:00:00+02:00,3.0970815094
BETA1,2024-08-09 00:00:00+02:00,3.0991996812
BETA1,2024-08-12 00:00:00+02:00,3.1055284156
BETA1,2024-08-13 00:00:00+02:00,3.102049427
BETA1,2024-08-14 00:00:00+02:00,3.113174882
BETA1,2024-08-15 00:00:00+02:00,3.1065280391
BETA1,2024-08-16 00:00:00+02:00,3.0975292486
BETA1,2024-08-19 00:00:00+02:00,3.094124043
BETA1,2024-08-20 00:00:00+02:00,3.0909696864
BETA1,2024-08-21 00:00:00+02:00,3.0995476052
BETA1,2024-08-22 00:00:00+02:00,3.0985977156
BETA1,2024-08-23 00:00:00+02:00,3.0761748227
BETA1,2024-08-26 00:00:00+02:00,3.0693116852
BETA1,2024-08-27 00:00:00+02:00,3.0457709949
BETA1,2024-08-28 00:00:00+02:00,3.0497115507
BETA1,2024-08-29 00:00:00+02:00,3.0459682745
BETA1,2024-08-30 00:00:00+02:00,3.0147467204
BETA1,2024-09-02 00:00:00+02:00,3.0049341496
BETA1,2024-09-03 00:00:00+02:00,3.0395536642
BETA1,2024-09-04 00:00:00+02:00,3.051550291
BETA1,2024-09-05 00:00:00+02:00,3.019204889
BETA1,2024-09-06 00:00:00+02:00,2.9921875983
BETA1,2024-09-09 00:00:00+02:00,3.0550648639
BETA1,2024-09-10 00:00:00+02:00,3.0752735968
BETA1,2024-09-11 00:00:00+02:00,3.1701681694
BETA1,2024-09-12 00:00:00+02:00,3.1578243401
BETA1,2024-09-13 00:00:00+02:00,3.16072065
BETA1,2024-09-16 00:00:00+02:00,3.1642768344
BETA1,2024-09-17 00:00:00+02:00,3.0131830971
BETA1,2024-09-18 00:00:00+02:00,2.9895868508
BETA1,2024-09-19 00:00:00+02:00,2.9944370662
BETA1,2024-09-20 00:00:00+02:00,2.9979556529
BETA1,2024-09-23 00:00:00+02:00,2.9836869983
BETA1,2024-09-24 00:00:00+02:00,2.9830538812
BETA1,2024-09-25 00:00:00+02:00,2.9806054519
BETA1,2024-09-26 00:00:00+02:00,2.9580496942
BETA1,2024-09-27 00:00:00+02:00,2.9617330975
BETA1,2024-09-30 00:00:00+02:00,2.9034237041
BETA1,2024-10-01 00:00:00+02:00,2.8896609662
BETA1,2024-10-02 00:00:00+02:00,2.9175094826
BETA1,2024-10-03 00:00:00+02:00,2.9512114452
BETA1,2024-10-04 00:00:00+02:00,2.8538666825
BETA1,2024-10-07 00:00:00+02:00,2.7237959752
BETA1,2024-10-08 00:00:00+02:00,2.7249151324
BETA1,2024-10-09 00:00:00+02:00,2.7098682311
BETA1,2024-10-10 00:00:00+02:00,2.7088867705
BETA1,2024-10-11 00:00:00+02:00,2.6797065232
BETA1,2024-10-14 00:00:00+02:00,2.5940643768
BETA1,2024-10-15 00:00:00+02:00,2.6421348513
BETA1,2024-10-16 00:00:00+02:00,2.6451070086
BETA1,2024-10-17 00:00:00+02:00,2.6300224866
BETA1,2024-10-18 00:00:00+02:00,2.6380794827
BETA1,2024-10-21 00:00:00+02:00,2.5695572118
BETA1,2024-10-22 00:00:00+02:00,2.551581192
BETA1,2024-10-23 00:00:00+02:00,2.494676993
BETA1,2024-10-24 00:00:00+02:00,2.4856427376
BETA1,2024-10-25 00:00:00+02:00,2.4405790099
BETA1,2024-10-28 00:00:00+01:00,2.3808046386
BETA1,2024-10-29 00:00:00+01:00,2.2535654882
BETA1,2024-10-30 00:00:00+01:00,2.0829253442
BETA1,2024-10-31 00:00:00+01:00,2.0882268722
BETA1,2024-11-01 00:00:00+01:00,2.0796739343
BETA1,2024-11-04 00:00:00+01:00,2.0543610252
BETA1,2024-11-05 00:00:00+01:00,2.0754603015
BETA1,2024-11-06 00:00:00+01:00,2.0327260748
BETA1,2024-11-07 00:00:00+01:00,2.0525482946
BETA2,2024-01-02 00:00:00+01:00,-3.6070497981
BETA2,2024-01-03 00:00:00+01:00,-3.5524708248
BETA2,2024-01-04 00:00:00+01:00,-3.2277029022
BETA2,2024-01-05 00:00:00+01:00,-3.0455340987
BETA2,2024-01-08 00:00:00+01:00,-3.2172169971
BETA2,2024-01-09 00:00:00+01:00,-2.9886047605
BETA2,2024-01-10 00:00:00+01:00,-2.7791060632
BETA2,2024-01-11 00:00:00+01:00,-2.8211707338
BETA2,2024-01-12 00:00:00+01:00,-3.1180505699
BETA2,2024-01-15 00:00:00+01:00,-3.0568672002
BETA2,2024-01-16 00:00:00+01:00,-3.1876657492
BETA2,2024-01-17 00:00:00+01:00,-2.9536918378
BETA2,2024-01-18 00:00:00+01:00,-2.9353270355
BETA2,2024-01-19 00:00:00+01:00,-2.6489121197
BETA2,2024-01-22 00:00:00+01:00,-2.7763537315
BETA2,2024-01-23 00:00:00+01:00,-2.7656591979
BETA2,2024-01-24 00:00:00+01:00,-2.7873629469
BETA2,2024-01-25 00:00:00+01:00,-2.7450041476
